,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,country,salary
3684,46,7,176863,6,9,6,6,5,0,0,0,0,40,18,0
3685,51,3,53197,6,9,6,7,5,0,0,0,0,40,18,0
3686,35,7,267776,6,9,0,3,0,0,1,0,0,30,18,0
3687,24,3,308205,3,4,0,1,0,0,0,0,0,40,37,0
3688,30,3,306383,1,10,4,1,4,0,0,0,0,50,18,0
3689,70,3,35494,6,9,6,6,5,0,0,0,0,30,18,0
3690,26,3,291968,6,9,6,8,5,0,0,0,0,44,18,0
3691,34,3,80933,6,9,6,7,5,0,0,0,1672,40,18,0
3692,46,3,271828,6,9,6,7,5,0,0,0,0,40,18,1
3693,70,3,121993,6,9,6,4,2,0,1,0,0,5,18,0
3694,37,6,31023,1,10,6,3,5,0,0,0,0,40,18,0
3695,36,7,36425,1,10,4,5,1,0,1,0,0,35,18,0
3696,23,3,407684,5,5,0,13,0,0,1,0,0,40,37,0
3697,28,3,241895,6,9,6,5,5,0,0,0,1628,40,18,0
3698,44,7,158555,1,10,6,6,5,0,0,0,0,50,18,1
3699,58,3,140363,6,9,4,13,4,0,0,3325,0,30,18,0
3700,53,3,123429,1,10,6,6,5,0,0,0,0,60,18,1
3701,23,3,40060,1,10,6,1,5,0,0,0,0,40,18,0
3702,26,3,290286,6,9,0,7,4,4,0,0,0,40,18,0
3703,21,8,249271,1,10,6,14,5,0,0,0,0,40,18,0
3704,34,6,106169,14,14,4,2,4,0,1,0,0,50,18,0
3705,43,3,76487,9,7,6,7,5,0,0,0,0,40,18,0
3706,22,3,437994,1,10,0,3,0,4,0,0,0,20,18,0
3707,41,3,113555,1,10,6,7,5,1,0,7298,0,50,18,1
3708,36,3,160120,6,9,6,4,5,3,0,0,0,40,17,0
3709,41,6,343079,0,13,6,2,2,0,1,0,1740,20,18,0
3710,27,3,406662,6,9,0,4,4,0,0,4416,0,40,18,0
3711,42,7,37618,1,10,6,12,5,0,0,0,0,60,18,0
3712,27,3,114158,12,11,0,4,3,0,1,0,0,35,18,0
3713,41,3,115562,6,9,4,11,3,0,0,0,0,40,18,0
3714,32,3,353994,0,13,6,6,0,3,1,0,0,40,5,1
3715,21,3,344891,1,10,0,4,3,3,0,0,0,20,18,0
3716,44,3,286750,0,13,6,6,5,4,0,0,0,50,18,1
3717,29,3,194197,0,13,0,6,3,0,0,0,0,40,18,0
3718,19,7,206599,1,10,0,3,3,0,1,0,0,22,18,0
3719,21,6,596776,1,10,0,4,3,0,0,0,0,40,33,0
3720,46,3,56841,6,9,6,8,5,0,0,0,0,40,18,0
3721,38,3,112561,0,13,6,6,5,0,0,0,0,55,18,1
3722,43,3,147110,1,10,0,4,1,0,0,0,0,48,18,1
3723,54,0,175339,6,9,6,5,5,0,0,0,0,50,18,1
3724,38,3,234901,14,14,6,6,5,0,0,0,1977,60,18,1
3725,18,8,298133,1,10,0,14,3,0,0,0,0,40,18,0
3726,50,3,217083,6,9,6,4,2,0,1,0,0,40,18,1
3727,30,3,97757,12,11,6,2,2,0,1,0,0,36,18,1
3728,30,3,151868,5,5,6,7,5,0,0,0,0,40,18,0
3729,28,6,25864,6,9,0,6,1,1,1,0,0,35,18,0
3730,26,3,109419,12,11,0,4,4,0,1,0,0,45,18,0
3731,37,5,203070,1,10,6,7,5,0,0,0,0,43,18,0
3732,32,3,107843,6,9,6,13,5,0,0,5178,0,50,18,1
3733,64,4,264544,14,14,6,2,2,0,1,0,0,5,18,1
3734,18,3,148644,6,9,0,5,3,0,1,0,0,28,18,0
3735,30,3,125762,1,10,6,4,5,0,0,0,0,30,18,0
3736,36,8,53606,12,11,6,14,2,0,1,3908,0,8,18,0
3737,18,3,193741,9,7,0,3,0,4,0,0,0,30,18,0
3738,27,3,588905,6,9,6,7,5,0,0,0,0,40,18,0
3739,49,3,115613,5,5,6,3,5,0,0,0,0,40,18,0
3740,46,4,222374,6,9,6,3,5,0,0,0,0,43,18,1
3741,37,3,185359,6,9,6,4,5,0,0,0,0,40,18,0
3742,30,3,173647,1,10,4,8,4,0,0,0,0,40,18,0
3743,29,3,31166,6,9,4,2,4,2,1,0,0,30,40,0
3744,22,8,517995,6,9,0,14,3,0,0,0,0,40,37,0
3745,25,7,189027,6,9,6,12,5,0,0,0,0,30,18,0
3746,38,3,296125,6,9,2,10,1,4,1,0,0,30,18,0
3747,32,8,640383,0,13,4,14,1,0,1,0,0,40,18,0
3748,35,3,334291,1,10,6,7,5,0,0,0,0,50,18,0
3749,56,3,318450,14,14,6,4,5,0,0,0,0,80,18,1
3750,29,3,174163,1,10,4,6,4,0,1,0,0,40,18,0
3751,41,3,119721,6,9,6,9,5,0,0,0,0,40,18,0
3752,47,3,142719,6,9,6,13,5,0,0,0,0,40,18,0
3753,23,3,162593,0,13,0,4,4,3,1,0,0,40,18,0
3754,46,7,236852,0,13,6,5,5,0,0,0,0,45,18,1
3755,28,6,154863,6,9,0,11,0,4,0,0,1876,40,18,0
3756,39,3,168894,0,13,4,4,1,0,1,0,0,20,18,0
3757,42,7,344920,1,10,6,12,2,0,1,0,0,50,18,0
3758,39,3,33355,6,9,6,8,5,0,0,7298,0,48,18,1
3759,68,8,196782,3,4,6,14,5,0,0,0,0,30,18,0
3760,37,0,291518,0,13,6,7,5,0,0,15024,0,55,18,1
3761,57,3,170244,4,15,0,2,4,0,1,0,0,40,18,0
3762,22,3,369549,1,10,0,3,4,4,1,0,0,30,18,0
3763,24,3,23438,12,11,0,4,4,0,0,0,0,30,18,1
3764,19,3,202673,1,10,0,1,3,0,0,0,0,50,18,0
3765,55,3,171780,10,12,4,5,1,4,1,0,0,30,18,0
3766,37,6,264503,6,9,6,11,5,0,0,0,0,40,18,0
3767,37,6,244341,1,10,0,4,1,4,1,0,0,40,18,0
3768,28,3,209109,0,13,6,3,5,0,0,0,0,50,18,0
3769,27,3,187392,6,9,0,3,4,0,1,0,0,40,18,0
3770,40,4,119578,0,13,0,2,1,0,1,0,0,20,18,0
3771,51,3,195105,6,9,4,10,3,0,1,0,0,40,18,0
3772,52,3,101752,12,11,6,8,5,0,0,0,0,56,18,0
3773,74,8,95825,1,10,1,14,4,0,1,0,0,3,18,0
3774,49,0,362654,1,10,6,6,5,0,0,15024,0,50,18,1
3775,20,8,29810,1,10,0,14,3,0,1,0,0,40,18,0
3776,40,5,77332,1,10,4,4,4,0,1,0,0,50,18,0
3777,80,3,87518,1,10,0,2,4,0,0,0,1816,60,18,0
3778,63,3,113324,1,10,6,11,5,0,0,0,0,40,18,0
3779,63,3,96299,6,9,4,8,1,0,0,0,0,45,18,1
3780,51,3,237729,1,10,4,4,1,0,1,0,0,40,18,0
3781,23,3,200973,6,9,0,4,4,0,1,0,0,40,18,0
3782,66,7,212456,6,9,1,7,4,0,0,0,0,20,18,0
3783,33,7,131568,6,9,6,5,5,0,0,0,0,66,18,0
3784,49,3,185859,6,9,6,7,5,0,0,0,0,43,18,0
3785,20,3,231981,1,10,0,8,4,0,0,0,0,32,18,0
3786,33,0,117963,10,12,6,6,5,0,0,0,1887,60,18,1
3787,26,3,78172,1,10,3,11,5,0,0,0,0,40,18,0
3788,52,3,164135,6,9,6,6,5,0,0,0,0,50,18,1
3789,33,3,171216,0,13,6,6,5,0,0,0,0,50,18,1
3790,47,3,140664,0,13,4,5,4,0,0,0,0,45,18,0
3791,23,3,249277,6,9,0,6,3,4,0,0,0,75,18,0
3792,53,5,117847,10,12,6,4,5,0,0,0,0,40,18,0
3793,19,3,52372,1,10,0,3,3,0,0,0,0,20,18,0
3794,26,5,95806,1,10,0,7,4,0,0,3325,0,40,18,0
3795,53,3,137428,3,4,6,8,5,0,0,0,0,60,18,1
3796,65,3,169047,6,9,0,13,4,0,0,0,0,10,18,0
3797,68,3,339168,0,13,6,8,5,0,0,0,0,30,18,0
3798,30,3,504725,8,6,0,5,0,0,0,0,0,18,33,0
3799,28,3,132870,9,7,6,7,5,0,0,0,0,45,18,0
3800,54,6,135840,8,6,6,11,5,0,0,0,0,45,18,0
3801,30,3,35644,6,9,0,3,3,0,0,0,0,10,18,0
3802,22,3,198148,1,10,0,4,3,0,0,0,0,50,18,0
3803,25,3,220098,6,9,0,3,3,0,0,0,0,30,18,0
3804,19,3,262515,9,7,0,3,0,0,0,0,0,20,18,0
3805,19,8,423863,1,10,0,14,3,0,1,0,0,35,18,0
3806,32,5,111567,4,15,6,2,5,0,0,0,0,40,18,1
3807,23,3,194096,0,13,0,6,3,0,1,0,0,40,18,0
3808,51,6,420917,0,13,6,2,5,0,0,0,0,45,18,0
3809,25,3,197871,1,10,6,5,5,0,0,0,0,44,18,1
3810,46,6,253116,0,13,0,2,4,4,1,0,0,40,18,0
3811,38,3,206535,1,10,4,9,1,0,1,0,0,50,18,0
3812,26,4,70447,6,9,6,11,5,3,0,0,0,40,18,1
3813,46,3,201217,6,9,4,2,4,0,1,0,0,40,18,0
3814,25,3,209970,0,13,0,2,4,0,1,0,0,40,18,0
3815,20,3,196745,1,10,0,3,3,0,1,594,0,16,18,0
3816,29,6,175262,14,14,6,2,0,0,0,0,0,35,18,0
3817,51,0,304955,14,14,6,6,5,0,0,0,0,50,18,1
3818,40,3,181265,1,10,6,7,5,0,0,0,0,52,18,0
3819,24,3,200973,1,10,0,4,4,0,1,0,0,40,18,0
3820,24,7,37440,0,13,0,12,1,0,0,0,0,50,18,0
3821,31,3,395170,12,11,6,3,2,1,1,0,0,24,37,0
3822,54,8,32385,6,9,4,14,4,0,1,0,0,30,18,0
3823,34,3,353213,10,12,2,7,4,0,0,0,0,60,18,0
3824,19,3,38619,1,10,0,12,3,0,0,0,0,66,18,0
3825,21,3,177711,6,9,0,8,3,4,0,0,0,40,18,0
3826,21,3,190761,8,6,6,12,5,0,0,0,0,70,18,0
3827,23,3,27776,1,10,6,8,5,0,0,0,0,24,18,0
3828,37,5,470663,1,10,0,7,4,0,0,0,0,40,18,0
3829,40,3,71738,14,14,6,6,5,0,0,0,0,46,18,1
3830,57,3,74156,6,9,6,3,5,0,0,0,0,30,18,0
3831,48,3,202467,0,13,6,2,5,0,0,0,1485,40,18,1
3832,24,3,123983,9,7,6,8,5,3,0,0,0,40,17,0
3833,43,3,193494,1,10,6,2,5,0,0,0,0,40,18,0
3834,32,8,169886,0,13,0,14,4,0,1,0,0,20,23,0
3835,40,3,130571,6,9,0,3,4,0,1,0,0,40,18,0
3836,52,0,90363,4,15,6,2,5,0,0,99999,0,35,18,1
3837,49,3,83444,6,9,4,6,4,0,0,0,0,40,18,0
3838,45,7,239093,1,10,6,6,5,1,0,3137,0,40,18,0
3839,62,6,151369,6,9,0,7,4,0,0,0,0,40,18,0
3840,29,3,56630,12,11,6,4,5,0,0,0,0,40,18,0
3841,49,3,117095,6,9,2,13,1,0,1,0,0,40,18,0
3842,55,5,189985,1,10,4,4,1,4,1,0,0,40,18,0
3843,20,8,34862,1,10,0,14,3,1,0,0,0,72,18,0
3844,37,0,126675,0,13,0,6,3,0,0,0,0,40,18,0
3845,43,4,199806,0,13,6,4,5,0,0,0,0,40,18,1
3846,29,3,57596,1,10,4,4,4,0,1,0,0,40,18,0
3847,44,3,103459,6,9,6,5,2,0,1,0,0,40,18,1
3848,28,3,282398,1,10,2,9,1,0,0,0,0,40,18,1
3849,38,3,298841,1,10,0,6,4,0,1,0,0,45,18,0
3850,45,3,33300,12,11,6,5,5,0,0,0,1977,50,18,1
3851,22,8,306031,1,10,0,14,3,0,0,0,0,40,18,0
3852,19,3,306467,1,10,0,3,3,0,1,0,0,20,18,0
3853,20,3,189888,2,8,0,3,4,0,0,0,0,40,18,0
3854,60,3,83861,6,9,6,1,5,0,0,0,0,40,18,0
3855,30,3,117393,6,9,0,5,4,0,1,0,0,40,18,0
3856,22,3,129934,1,10,0,4,4,3,0,0,0,40,23,0
3857,51,3,179010,1,10,4,5,4,0,1,0,0,60,18,0
3858,31,3,375680,0,13,0,2,1,4,1,0,0,40,23,0
3859,48,3,316101,6,9,4,6,1,0,1,0,0,40,18,0
3860,43,3,293305,0,13,6,5,5,0,0,0,1887,40,18,1
3861,51,6,175750,6,9,4,8,1,4,0,0,0,40,18,0
3862,41,3,121718,12,11,6,9,5,0,0,0,1848,48,18,1
3863,62,8,94931,12,11,6,14,5,0,0,3411,0,40,18,0
3864,50,4,229272,6,9,6,7,5,4,0,0,0,40,18,1
3865,46,3,142828,6,9,6,5,2,0,1,0,0,40,18,1
3866,54,3,22743,1,10,6,8,5,0,0,15024,0,60,18,1
3867,68,3,76371,6,9,6,1,5,0,0,0,0,45,18,1
3868,23,7,216129,10,12,0,7,4,0,0,0,0,30,18,0
3869,49,3,107425,14,14,0,5,4,0,1,0,0,35,18,0
3870,24,3,611029,8,6,6,1,5,0,0,0,0,40,18,0
3871,30,6,363032,6,9,6,11,5,4,0,0,0,40,18,0
3872,38,3,170020,6,9,6,13,5,0,0,3137,0,45,18,0
3873,34,3,137900,6,9,0,5,4,0,1,0,0,35,18,0
3874,22,3,322674,1,10,0,6,3,0,0,0,0,40,18,0
3875,30,3,23778,3,4,2,1,4,0,0,0,0,40,18,0
3876,61,3,147845,3,4,6,8,5,0,0,0,0,31,18,0
3877,36,3,175759,6,9,4,6,1,0,0,0,0,40,18,0
3878,51,0,166459,12,11,6,6,5,0,0,0,0,40,18,0
3879,43,3,128212,13,3,6,13,2,3,1,0,0,40,17,1
3880,54,5,127455,1,10,6,11,5,0,0,0,0,48,18,1
3881,63,3,134699,6,9,1,2,4,0,1,0,0,25,18,0
3882,51,3,254230,1,10,6,6,5,0,0,0,0,40,18,1
3883,63,7,159715,8,6,6,13,5,0,0,0,0,40,18,0
3884,51,6,116286,14,14,6,2,5,0,0,0,0,60,18,1
3885,27,3,146719,6,9,4,5,3,0,1,0,0,35,18,0
3886,35,3,361888,10,12,6,9,5,0,0,0,0,40,18,1
3887,31,8,26553,0,13,6,14,2,0,1,0,0,25,18,1
3888,46,7,32825,6,9,2,7,1,0,0,0,0,40,18,0
3889,53,3,225768,12,11,6,7,5,4,0,0,0,40,18,1
3890,26,5,393728,1,10,4,4,3,0,0,0,0,24,18,0
3891,43,3,160369,6,9,0,13,3,0,0,0,0,40,18,0
3892,39,3,191807,6,9,6,5,5,0,0,15024,0,50,18,1
3893,50,5,176969,6,9,4,2,4,0,0,0,1590,40,18,0
3894,54,5,33863,6,9,6,4,5,0,0,0,0,40,18,1
3895,62,8,182687,1,10,6,14,2,0,1,0,0,45,18,1
3896,57,4,141459,1,10,4,2,1,0,1,0,0,40,18,0
3897,19,8,174233,1,10,0,14,3,4,0,0,0,24,18,0
3898,29,6,95393,6,9,0,3,3,0,0,0,0,20,18,0
3899,20,3,221095,6,9,0,7,0,4,0,0,0,40,18,0
3900,53,3,104501,0,13,6,6,5,0,0,0,1902,55,18,1
3901,18,8,437851,1,10,0,14,3,0,0,0,0,40,18,0
3902,22,8,131230,1,10,0,14,3,0,0,0,0,40,18,0
3903,23,3,495888,6,9,0,3,4,0,0,0,0,40,22,0
3904,69,3,185691,9,7,6,4,5,0,0,0,0,20,18,0
3905,56,3,201822,3,4,6,1,5,0,0,0,2002,40,18,0
3906,53,6,549341,0,13,6,2,5,4,0,0,0,35,18,0
3907,28,3,247445,6,9,0,4,4,0,0,0,0,40,18,0
3908,28,3,199566,0,13,6,3,5,4,0,0,0,40,18,0
3909,33,0,139057,6,9,6,6,5,3,0,0,0,84,8,1
3910,48,3,185039,6,9,4,5,1,0,1,0,0,30,18,0
3911,61,3,166124,6,9,6,7,5,0,0,0,0,40,18,1
3912,49,3,82649,0,13,6,2,5,0,0,5013,0,45,18,0
3913,48,3,109275,1,10,6,6,5,0,0,0,0,40,18,0
3914,32,3,408328,3,4,6,7,5,0,0,0,0,40,18,0
3915,51,3,186338,6,9,6,7,5,0,0,0,0,40,18,1
3916,27,8,130856,0,13,0,14,4,0,0,0,0,40,18,0
3917,19,3,251579,1,10,0,3,3,0,0,0,0,14,18,0
3918,47,3,76612,6,9,6,2,5,0,0,0,0,50,18,0
3919,25,3,22546,0,13,0,8,3,0,0,0,0,60,18,0
3920,72,3,53684,1,10,6,11,5,4,0,0,0,40,18,0
3921,29,3,183627,9,7,4,7,4,0,0,0,0,40,18,0
3922,22,3,73203,6,9,0,4,3,0,1,0,0,40,18,0
3923,57,3,108426,6,9,6,3,5,4,0,0,0,48,35,0
3924,50,3,116287,10,12,6,4,5,0,0,0,0,60,16,0
3925,45,0,145697,1,10,6,5,5,0,0,0,0,30,18,0
3926,52,3,326156,1,10,4,2,4,0,0,0,0,40,18,1
3927,53,3,201127,14,14,6,6,5,0,0,0,0,48,18,1
3928,36,3,250791,6,9,6,1,5,0,0,0,0,48,18,0
3929,46,3,328216,6,9,6,7,5,0,0,0,0,40,18,1
3930,20,3,400443,6,9,0,5,3,0,1,0,0,20,18,0
3931,75,3,95985,13,3,1,3,1,4,0,0,0,10,18,0
3932,32,6,127651,6,9,6,7,5,0,0,0,0,40,18,1
3933,28,3,250679,6,9,6,7,5,0,0,0,0,40,18,0
3934,53,3,103950,14,14,4,2,4,0,1,0,0,40,18,0
3935,17,3,200199,9,7,0,5,3,0,1,0,0,35,18,0
3936,46,4,295791,12,11,4,4,1,0,1,0,0,38,18,0
3937,39,3,191841,10,12,2,2,4,0,1,0,0,30,18,0
3938,38,3,82622,1,10,4,7,1,0,0,0,0,40,18,0
3939,36,3,160728,6,9,6,13,5,0,0,0,0,60,18,0
3940,63,6,109849,0,13,0,2,4,4,1,0,0,21,18,0
3941,28,3,339897,15,2,6,13,5,0,0,0,0,43,37,0
3942,28,8,37215,0,13,0,14,3,0,0,0,0,45,18,0
3943,49,3,371299,6,9,0,4,1,0,1,0,0,35,18,0
3944,43,3,421837,1,10,6,13,5,0,0,0,0,40,37,0
3945,38,3,29702,0,13,6,6,5,0,0,0,0,45,18,1
3946,39,3,117381,6,9,0,9,4,0,0,0,0,62,35,0
3947,42,8,240027,6,9,4,14,4,4,1,0,0,40,18,0
3948,40,3,338740,6,9,6,6,5,0,0,0,0,40,18,0
3949,45,8,28359,6,9,2,14,1,0,1,0,0,10,18,0
3950,29,8,315026,6,9,4,14,1,0,1,0,0,40,18,0
3951,24,5,314525,0,13,0,2,4,0,0,0,1741,45,18,0
3952,30,3,173005,1,10,6,9,5,0,0,0,0,50,18,1
3953,44,3,286750,1,10,6,8,5,4,0,0,0,40,18,0
3954,40,3,163985,6,9,6,5,5,0,0,0,0,24,18,0
3955,30,3,219318,6,9,0,13,0,0,1,0,0,35,1,0
3956,42,3,44121,14,14,4,2,4,0,1,0,1876,40,18,0
3957,52,7,103794,12,11,4,2,4,0,1,0,0,35,18,0
3958,42,3,310632,1,10,6,7,5,4,0,0,0,40,18,1
3959,39,3,153976,1,10,6,7,5,0,0,0,0,52,18,1
3960,43,3,174575,1,10,4,2,1,0,0,0,0,45,18,0
3961,62,7,82388,6,9,6,7,5,0,0,10566,0,40,18,0
3962,30,3,207253,12,11,6,7,5,0,0,0,0,40,35,0
3963,83,8,251951,6,9,1,14,4,0,1,0,0,20,18,0
3964,39,3,746786,0,13,6,2,5,0,0,0,0,55,18,1
3965,41,3,308296,6,9,6,8,2,0,1,0,0,20,18,0
3966,49,3,101825,14,14,6,2,2,0,1,0,1977,40,18,1
3967,25,3,109009,9,7,6,7,5,0,0,0,0,40,18,0
3968,48,3,413363,9,7,6,8,5,0,0,0,2002,40,18,0
3969,59,8,117751,10,12,4,14,4,0,0,0,0,8,18,0
3970,44,4,296326,0,13,0,4,4,0,0,0,0,40,18,0
3971,36,3,208358,5,5,4,1,4,0,0,4650,0,56,18,0
3972,40,3,120277,6,9,0,1,3,0,0,0,0,40,11,0
3973,21,3,193219,6,9,0,4,3,4,1,0,0,35,24,0
3974,41,3,86399,1,10,2,4,4,0,1,0,0,38,18,0
3975,24,3,215251,0,13,0,6,4,0,1,0,0,50,18,0
3976,67,7,124470,6,9,6,12,5,0,0,0,0,60,18,0
3977,24,3,228649,0,13,0,4,3,0,0,0,0,38,18,0
3978,50,7,386397,0,13,6,5,5,0,0,0,0,60,18,0
3979,48,3,96798,14,14,4,5,4,0,0,0,0,35,18,0
3980,55,8,106707,10,12,6,14,5,4,0,0,0,20,18,1
3981,29,3,159768,6,9,0,13,4,0,0,3325,0,40,39,0
3982,50,3,139464,0,13,4,2,1,0,1,0,0,36,11,0
3983,64,4,550848,8,6,6,6,5,0,0,0,0,40,18,1
3984,49,3,68505,5,5,4,3,4,4,0,0,0,37,18,0
3985,20,3,122215,6,9,0,3,3,4,0,0,0,52,18,0
3986,30,3,159442,6,9,2,4,4,0,1,0,0,40,18,0
3987,37,3,80638,0,13,6,3,5,3,0,0,0,30,5,0
3988,52,3,192390,6,9,6,13,5,0,0,0,0,40,18,1
3989,22,3,191324,1,10,0,11,3,0,0,0,0,25,18,0
3990,77,8,147284,6,9,1,14,4,0,1,0,0,14,18,0
3991,19,4,73009,1,10,0,4,3,0,0,0,0,15,18,0
3992,52,3,177858,6,9,4,7,0,0,0,0,0,55,18,1
3993,42,3,163003,0,13,5,9,3,3,1,0,0,40,18,0
3994,35,3,95551,6,9,2,6,4,0,1,0,0,36,18,0
3995,27,3,125298,1,10,0,4,1,0,1,0,0,50,18,0
3996,54,4,198186,6,9,0,3,4,4,1,0,0,38,18,0
3997,37,3,295949,6,9,6,7,5,0,0,0,1628,40,18,0
3998,37,3,182668,8,6,6,8,5,0,0,0,0,35,18,0
3999,28,3,124905,3,4,6,7,5,0,0,0,0,30,18,0
4000,63,3,171635,0,13,6,5,5,0,0,0,0,40,18,0
4001,19,3,376240,6,9,0,13,3,0,0,0,0,42,18,0
4002,28,3,157391,0,13,0,5,3,0,1,0,0,40,18,0
4003,23,8,114357,1,10,0,14,4,0,0,0,0,40,18,0
4004,44,3,178134,4,15,0,2,4,0,1,0,0,40,18,1
4005,31,3,207201,1,10,6,7,5,0,0,0,0,40,18,1
4006,35,3,124483,0,13,0,5,4,3,0,0,0,50,23,1
4007,64,3,102103,6,9,4,10,4,0,1,0,0,50,18,0
4008,40,3,92036,6,9,6,1,5,0,0,0,0,40,18,1
4009,59,6,236426,10,12,4,2,4,0,1,0,0,50,18,0
4010,22,3,400966,1,10,0,4,3,0,1,0,0,40,18,0
4011,40,3,404573,1,10,0,5,4,0,1,0,0,44,18,0
4012,35,3,227571,3,4,6,1,5,0,0,0,0,40,37,0
4013,20,3,145917,1,10,0,4,3,0,1,0,0,15,18,0
4014,35,6,190226,6,9,0,11,3,0,0,0,0,40,18,0
4015,28,3,356555,1,10,6,6,5,0,0,0,0,48,18,0
4016,28,3,66473,6,9,4,13,3,0,0,0,0,40,18,0
4017,37,8,172256,1,10,6,14,5,0,0,0,0,20,18,0
4018,72,8,118902,7,16,6,14,5,0,0,0,2392,6,18,1
4019,25,0,163039,10,12,0,5,4,0,0,0,0,60,18,0
4020,37,3,89559,6,9,4,4,1,0,1,0,0,40,18,0
4021,19,8,35507,1,10,0,14,3,0,1,0,0,45,18,0
4022,31,3,163303,12,11,4,5,3,0,1,0,0,38,18,0
4023,41,3,192712,6,9,0,4,0,0,1,0,0,40,18,0
4024,31,3,381153,8,6,6,9,5,0,0,0,0,40,18,1
4025,44,3,222434,6,9,6,7,5,0,0,0,0,40,18,0
4026,20,3,34706,1,10,0,6,4,4,0,0,0,47,18,0
4027,57,7,47857,1,10,6,12,5,0,0,0,0,50,18,0
4028,26,3,195216,6,9,4,3,4,0,1,0,0,12,18,0
4029,44,0,103643,6,9,6,6,5,0,0,5013,0,60,3,0
4030,29,6,329426,6,9,0,11,4,0,0,0,0,40,18,0
4031,36,3,183612,6,9,6,2,5,0,0,0,1977,40,18,1
4032,40,3,184105,12,11,6,7,5,0,0,0,0,40,18,1
4033,21,3,211385,10,12,0,3,4,4,0,0,0,35,24,0
4034,21,3,61777,1,10,0,7,4,0,0,0,0,70,18,0
4035,34,7,320194,4,15,2,2,1,0,0,0,0,48,18,1
4036,24,3,199444,0,13,0,6,3,0,1,0,0,15,18,0
4037,28,3,312588,8,6,4,3,4,0,1,0,0,40,18,0
4038,35,3,168675,6,9,2,8,3,0,0,0,0,50,18,0
4039,35,3,87556,6,9,4,7,4,0,0,0,0,40,18,0
4040,38,4,220421,0,13,0,6,4,0,1,0,0,40,18,0
4041,44,5,404599,6,9,4,4,1,4,1,0,0,40,18,0
4042,39,3,99065,0,13,6,1,2,0,1,0,0,40,15,1
4043,57,6,109973,6,9,4,3,4,0,1,0,0,40,18,0
4044,19,3,246652,1,10,0,5,3,0,1,0,0,40,18,0
4045,29,3,57423,12,11,6,13,5,0,0,0,0,48,18,0
4046,23,3,291248,6,9,0,13,0,4,0,0,0,40,18,0
4047,50,3,163708,6,9,1,3,1,0,1,0,0,40,18,0
4048,51,7,240358,1,10,6,7,5,0,0,0,0,20,18,0
4049,28,3,25955,12,11,4,7,4,1,0,0,0,40,18,0
4050,44,3,101593,0,13,6,5,5,0,0,0,0,60,18,0
4051,29,7,227890,0,13,0,2,4,4,0,0,0,40,18,0
4052,31,3,225053,6,9,4,8,4,0,0,0,0,45,18,0
4053,27,3,228472,0,13,6,7,5,0,0,0,0,45,18,1
4054,34,3,245378,0,13,6,6,5,0,0,0,0,45,18,0
4055,50,0,156623,4,15,6,2,5,3,0,7688,0,50,0,1
4056,27,3,35032,1,10,6,1,5,0,0,0,0,40,18,1
4057,31,3,258849,12,11,0,4,1,4,1,0,0,40,18,0
4058,46,3,190115,10,12,6,7,5,0,0,0,0,40,18,1
4059,39,3,63910,1,10,0,4,3,3,1,0,0,40,18,0
4060,40,3,510072,0,13,6,5,5,0,0,0,0,55,18,1
4061,28,3,210867,9,7,4,5,3,0,0,0,0,40,18,0
4062,18,3,263024,6,9,0,5,3,0,1,0,0,40,18,0
4063,51,3,306785,6,9,4,4,4,0,1,0,0,40,18,0
4064,58,0,104333,6,9,4,5,4,0,0,0,0,50,18,0
4065,66,3,340734,6,9,6,5,5,0,0,0,0,40,18,0
4066,36,7,288585,6,9,6,3,2,3,1,0,0,20,4,0
4067,38,3,241765,9,7,4,1,4,0,1,0,0,60,18,0
4068,25,3,111058,10,12,0,6,3,0,0,0,0,40,18,0
4069,25,3,104662,6,9,0,3,1,0,1,0,0,22,18,0
4070,90,3,313986,9,7,0,1,3,0,0,0,0,40,18,0
4071,41,6,52037,1,10,4,4,1,0,1,0,0,40,18,0
4072,34,8,146589,6,9,0,14,1,4,1,0,0,40,18,0
4073,33,3,131776,0,13,4,2,1,0,1,914,0,40,40,0
4074,33,3,254221,6,9,0,4,4,0,1,0,0,40,18,0
4075,35,3,152909,0,13,6,6,5,0,0,0,1887,45,18,1
4076,39,7,211785,6,9,0,7,3,4,1,0,0,20,18,0
4077,59,3,160362,6,9,6,5,5,0,0,0,0,60,18,0
4078,19,3,387215,1,10,0,9,3,0,0,0,1719,16,18,0
4079,39,3,187046,6,9,6,5,5,0,0,4064,0,38,18,0
4080,19,8,208874,1,10,0,14,3,0,0,0,0,40,18,0
4081,27,3,169631,6,9,0,1,3,0,1,0,0,40,18,0
4082,52,3,202956,3,4,6,7,5,0,0,0,0,40,18,0
4083,59,7,80467,6,9,4,3,3,0,1,0,0,24,18,0
4084,28,3,407672,1,10,4,7,1,0,1,0,0,40,18,0
4085,37,3,243425,6,9,4,3,0,0,1,0,0,50,2,0
4086,50,8,174964,8,6,6,14,5,0,0,0,0,99,18,0
4087,36,3,347491,0,13,6,6,5,0,0,0,0,50,18,1
4088,34,3,146161,0,13,6,2,5,0,0,0,0,60,18,1
4089,23,3,449432,1,10,0,4,3,0,0,0,0,40,18,0
4090,19,8,175499,9,7,0,14,3,0,1,0,0,30,18,0
4091,33,3,288825,6,9,4,7,4,0,0,0,2258,84,18,0
